0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SÛTERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': 'Te1', 'LABEL': 'i-address'}","{'TEXT': ':', 'LABEL': 'i-address'}","{'TEXT': '106', 'LABEL': 'i-address'}","{'TEXT': '2.60€', 'LABEL': 'b-total'}","{'TEXT': '20/06/2017', 'LABEL': 'b-date'}",{'id': '340'},,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '18/04/2017', 'LABEL': 'b-date'}",{'id': '426'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CT”Y', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCÛTÈRIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': 'fel', 'LABEL': 'i-address'}","{'TEXT': 'n°0s', 'LABEL': 'i-address'}","{'TEXT': '43', 'LABEL': 'i-address'}","{'TEXT': '21', 'LABEL': 'i-address'}","{'TEXT': '0e.17', 'LABEL': 'i-address'}","{'TEXT': '04/05/2017', 'LABEL': 'b-date'}",{'id': '397'},,,,,,,,,,,,,
"{'TEXT': '46.00', 'LABEL': 'b-total'}",{'id': '630'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '26/03/2016', 'LABEL': 'b-date'}",{'id': '142'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'CARREFOUR', 'LABEL': 'b-company'}","{'TEXT': 'CITY', 'LABEL': 'i-company'}","{'TEXT': 'ORLEANS', 'LABEL': 'i-company'}","{'TEXT': 'RUE', 'LABEL': 'b-address'}","{'TEXT': 'DU', 'LABEL': 'i-address'}","{'TEXT': 'GRENIER', 'LABEL': 'i-address'}","{'TEXT': 'A', 'LABEL': 'i-address'}","{'TEXT': 'SEL', 'LABEL': 'i-address'}","{'TEXT': '45000', 'LABEL': 'i-address'}","{'TEXT': 'ORLEANS', 'LABEL': 'i-address'}","{'TEXT': '13.01€', 'LABEL': 'b-total'}","{'TEXT': '19/01/2017', 'LABEL': 'b-date'}",{'id': '181'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '000105', 'LABEL': 'b-date'}",{'id': '5'},,,,,,,,,,,,,,,,,,
"{'TEXT': '7', 'LABEL': 'i-company'}","{'TEXT': 'LES', 'LABEL': 'i-company'}","{'TEXT': 'SERRES', 'LABEL': 'i-company'}","{'TEXT': 'DES', 'LABEL': 'i-company'}","{'TEXT': 'ANGLOIS', 'LABEL': 'i-company'}","{'TEXT': '17690', 'LABEL': 'i-company'}","{'TEXT': 'ANGOULINS', 'LABEL': 'i-company'}","{'TEXT': '4,', 'LABEL': 'b-total'}","{'TEXT': '57', 'LABEL': 'i-total'}",{'id': '803'},,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SÛIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': 'Te)', 'LABEL': 'i-address'}","{'TEXT': ',08', 'LABEL': 'i-address'}","{'TEXT': '9627', 'LABEL': 'i-address'}","{'TEXT': '0e', 'LABEL': 'i-address'}","{'TEXT': '13', 'LABEL': 'i-address'}","{'TEXT': '40.30€', 'LABEL': 'b-total'}","{'TEXT': '13/01/2017', 'LABEL': 'b-date'}",{'id': '43'},,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': 'SHACK', 'LABEL': 'i-address'}","{'TEXT': 'CURL', 'LABEL': 'i-address'}","{'TEXT': 'CA', 'LABEL': 'i-address'}","{'TEXT': '08/09/2016', 'LABEL': 'b-date'}",{'id': '55'},,,,,,,,,,,,,,,
{'id': '815'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CTTY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'L', 'LABEL': 'i-address'}","{'TEXT': 'SÛIERIE', 'LABEL': 'i-address'}","{'TEXT': '|', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': 'Te)', 'LABEL': 'i-address'}","{'TEXT': '0546', 'LABEL': 'i-address'}","{'TEXT': '.27.02,12', 'LABEL': 'b-date'}","{'TEXT': '17/02/2016', 'LABEL': 'b-date'}",{'id': '69'},,,,,,,,,,,,,,,
"{'TEXT': 'CAFE', 'LABEL': 'b-company'}","{'TEXT': 'DE', 'LABEL': 'i-company'}","{'TEXT': 'l', 'LABEL': 'i-company'}","{'TEXT': 'PLACE', 'LABEL': 'i-company'}","{'TEXT': '1', 'LABEL': 'b-address'}","{'TEXT': 'RÛE', 'LABEL': 'i-address'}","{'TEXT': 'REVTRE', 'LABEL': 'i-address'}","{'TEXT': 'FRÈRES', 'LABEL': 'i-address'}","{'TEXT': 'BP', 'LABEL': 'i-address'}","{'TEXT': '|', 'LABEL': 'i-address'}","{'TEXT': '460', 'LABEL': 'i-address'}","{'TEXT': 'LE', 'LABEL': 'i-address'}","{'TEXT': 'CHATEAU', 'LABEL': 'i-address'}","{'TEXT': 'D‘OLÉAON', 'LABEL': 'i-address'}",{'id': '1403'},,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE/CRD', 'LABEL': 'i-company'}","{'TEXT': '3/5', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'CORDOUAN', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '21.49€', 'LABEL': 'b-total'}","{'TEXT': '18/01/2017', 'LABEL': 'b-date'}",{'id': '197'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'Ss.A.s', 'LABEL': 'b-company'}","{'TEXT': 'sAprs', 'LABEL': 'i-company'}","{'TEXT': '15', 'LABEL': 'b-address'}","{'TEXT': 'rue', 'LABEL': 'i-address'}","{'TEXT': 'champagne', 'LABEL': 'i-address'}","{'TEXT': 'st', 'LABEL': 'i-address'}","{'TEXT': 'seorges', 'LABEL': 'i-address'}","{'TEXT': '17100', 'LABEL': 'i-address'}","{'TEXT': 'SAINTES', 'LABEL': 'i-address'}","{'TEXT': 'YEL', 'LABEL': 'i-address'}","{'TEXT': '05', 'LABEL': 'i-address'}","{'TEXT': '.46.93.26.96', 'LABEL': 'i-address'}","{'TEXT': 'BIENVENUE', 'LABEL': 'i-address'}","{'TEXT': '19', 'LABEL': 'b-date'}","{'TEXT': 'septenbre', 'LABEL': 'i-date'}","{'TEXT': '2016', 'LABEL': 'i-date'}",{'id': '1417'},,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': 'de)', 'LABEL': 'i-address'}","{'TEXT': '2.52€', 'LABEL': 'b-total'}","{'TEXT': '24/01/2017', 'LABEL': 'b-date'}",{'id': '96'},,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '7000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '13/01/2017', 'LABEL': 'b-date'}",{'id': '168'},,,,,,,,,,,,,,,,,,
"{'TEXT': 'Carrefour', 'LABEL': 'b-company'}","{'TEXT': '6.15€', 'LABEL': 'b-total'}","{'TEXT': '8/09/2016', 'LABEL': 'b-date'}",{'id': '154'},,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '6.8ie', 'LABEL': 'b-total'}","{'TEXT': '10/05/2017', 'LABEL': 'b-date'}",{'id': '395'},,,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '93', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}",{'id': '430'},,,,,,,,,,,,,,,,,,,
"{'TEXT': 'city', 'LABEL': 'i-company'}","{'TEXT': 'CRF—CI7Y', 'LABEL': 'b-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '33', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DE', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'SCIERIE', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '5.67€', 'LABEL': 'b-total'}","{'TEXT': '13/04/2017', 'LABEL': 'b-date'}",{'id': '424'},,,,,,,,,,,,,,,,
"{'TEXT': 'CRF—CITY', 'LABEL': 'b-company'}","{'TEXT': 'LÀ', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-company'}","{'TEXT': '37', 'LABEL': 'b-address'}","{'TEXT': 'BIS', 'LABEL': 'i-address'}","{'TEXT': 'AVENUE', 'LABEL': 'i-address'}","{'TEXT': 'JEAN', 'LABEL': 'i-address'}","{'TEXT': 'GUITON', 'LABEL': 'i-address'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LÀ', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '11.27e', 'LABEL': 'b-total'}","{'TEXT': '04/05/2017', 'LABEL': 'b-date'}",{'id': '587'},,,,,,,,,,,,,,,,,
"{'TEXT': 'Carrefour', 'LABEL': 'b-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': '«&', 'LABEL': 'i-company'}","{'TEXT': 'Carrefour', 'LABEL': 'i-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Aytré.', 'LABEL': 'i-address'}","{'TEXT': '14.48€', 'LABEL': 'b-total'}","{'TEXT': '01/02/2017', 'LABEL': 'b-date'}",{'id': '222'},,,,,,
"{'TEXT': 'CARREFOUR', 'LABEL': 'b-company'}","{'TEXT': 'CITY', 'LABEL': 'i-company'}","{'TEXT': 'ORLEANS', 'LABEL': 'i-company'}","{'TEXT': '1', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DU', 'LABEL': 'i-address'}","{'TEXT': 'GRENTER', 'LABEL': 'i-address'}","{'TEXT': 'A', 'LABEL': 'i-address'}","{'TEXT': 'SEL', 'LABEL': 'i-address'}","{'TEXT': '45000', 'LABEL': 'i-address'}","{'TEXT': 'ORLEANS', 'LABEL': 'i-address'}","{'TEXT': '20.00€', 'LABEL': 'b-total'}","{'TEXT': '09/03/2017', 'LABEL': 'b-date'}",{'id': '550'},,,,,,,,,,,,,,,,,
"{'TEXT': 'Carrefour', 'LABEL': 'b-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'Carrefour', 'LABEL': 'i-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Aytré', 'LABEL': 'i-address'}","{'TEXT': '8.90€', 'LABEL': 'b-total'}","{'TEXT': '08/12/2016', 'LABEL': 'b-date'}",{'id': '236'},,,,,,,
"{'TEXT': 'GEMD', 'LABEL': 'b-company'}","{'TEXT': '17', 'LABEL': 'i-company'}","{'TEXT': '8', 'LABEL': 'i-company'}","{'TEXT': 'PUILBOREAU', 'LABEL': 'i-company'}","{'TEXT': '26/08/2016', 'LABEL': 'b-date'}","{'TEXT': '19,', 'LABEL': 'b-total'}",{'id': '961'},,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'Les', 'LABEL': 'b-company'}","{'TEXT': 'À', 'LABEL': 'i-company'}","{'TEXT': 'Sergents', 'LABEL': 'i-company'}","{'TEXT': 'LA', 'LABEL': 'i-company'}","{'TEXT': 'ROCHELL', 'LABEL': 'i-company'}","{'TEXT': 'MER', 'LABEL': 'b-date'}","{'TEXT': '22', 'LABEL': 'i-date'}","{'TEXT': 'FEV', 'LABEL': 'i-date'}","{'TEXT': '2017', 'LABEL': 'i-date'}","{'TEXT': '135.00', 'LABEL': 'b-total'}","{'TEXT': '€', 'LABEL': 'i-total'}",{'id': '949'},,,,,,,,,,,,,,,,,,,
"{'TEXT': 'VILLENEUVE', 'LABEL': 'i-company'}","{'TEXT': 'LES', 'LABEL': 'i-company'}","{'TEXT': 'SALINES', 'LABEL': 'i-company'}","{'TEXT': '17000', 'LABEL': 'i-address'}","{'TEXT': 'LA', 'LABEL': 'i-address'}","{'TEXT': 'ROCHELLE', 'LABEL': 'i-address'}","{'TEXT': '10,78', 'LABEL': 'b-total'}","{'TEXT': '11/01/2017', 'LABEL': 'b-date'}",{'id': '791'},,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'RESTAURANT', 'LABEL': 'b-company'}","{'TEXT': 'ORANGE', 'LABEL': 'i-company'}","{'TEXT': 'SAÎNTES', 'LABEL': 'i-company'}","{'TEXT': '/', 'LABEL': 'i-company'}","{'TEXT': 'ORMEAU', 'LABEL': 'i-company'}","{'TEXT': 'APIT', 'LABEL': 'i-company'}","{'TEXT': 'RESTAURATION', 'LABEL': 'i-company'}","{'TEXT': '01—06—2017', 'LABEL': 'b-date'}",{'id': '1205'},,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'SSP', 'LABEL': 'b-company'}","{'TEXT': 'France', 'LABEL': 'i-company'}","{'TEXT': 'Pret', 'LABEL': 'i-company'}","{'TEXT': 'a', 'LABEL': 'i-company'}","{'TEXT': 'manger', 'LABEL': 'i-company'}","{'TEXT': 'Place', 'LABEL': 'b-address'}","{'TEXT': 'Louis', 'LABEL': 'i-address'}","{'TEXT': 'Armand', 'LABEL': 'i-address'}","{'TEXT': 'Gare', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': 'Lyon', 'LABEL': 'i-address'}","{'TEXT': '—', 'LABEL': 'i-address'}","{'TEXT': 'PARIS', 'LABEL': 'i-address'}","{'TEXT': '1500092', 'LABEL': 'i-address'}","{'TEXT': 'Chaneze', 'LABEL': 'i-address'}","{'TEXT': '8.05', 'LABEL': 'b-total'}",{'id': '747'},,,,,,,,,,,,,,
"{'TEXT': 'AGSF', 'LABEL': 'b-company'}","{'TEXT': 'Lieu—dit', 'LABEL': 'i-company'}","{'TEXT': 'Gaussens', 'LABEL': 'i-company'}","{'TEXT': '47901', 'LABEL': 'b-address'}","{'TEXT': 'AGEN', 'LABEL': 'i-address'}","{'TEXT': 'Cedex', 'LABEL': 'i-address'}","{'TEXT': '9', 'LABEL': 'i-address'}","{'TEXT': '30/12/16', 'LABEL': 'b-date'}","{'TEXT': '19,40', 'LABEL': 'b-total'}",{'id': '790'},,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'Lieu—dit', 'LABEL': 'b-company'}","{'TEXT': 'Gaussens', 'LABEL': 'i-company'}","{'TEXT': '47901', 'LABEL': 'i-address'}","{'TEXT': 'AGEN', 'LABEL': 'i-address'}","{'TEXT': 'Cedex', 'LABEL': 'i-address'}","{'TEXT': '9', 'LABEL': 'i-address'}","{'TEXT': '3605', 'LABEL': 'i-address'}","{'TEXT': '02/01/', 'LABEL': 'b-date'}","{'TEXT': '17', 'LABEL': 'i-date'}","{'TEXT': '22,30', 'LABEL': 'b-total'}",{'id': '784'},,,,,,,,,,,,,,,,,,,,
"{'TEXT': '1,88', 'LABEL': 'b-total'}","{'TEXT': 'D‘ARTICLES', 'LABEL': 'b-date'}",{'id': '974'},,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'TEXT': 'Carrefour', 'LABEL': 'b-company'}","{'TEXT': 'market', 'LABEL': 'i-company'}","{'TEXT': 'AYTRE', 'LABEL': 'i-company'}","{'TEXT': 'Lundi', 'LABEL': 'b-address'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '20h00', 'LABEL': 'i-address'}","{'TEXT': 'Dimanche', 'LABEL': 'i-address'}","{'TEXT': '9h', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12h30', 'LABEL': 'i-address'}","{'TEXT': 'Rue', 'LABEL': 'i-address'}","{'TEXT': 'Nicolas', 'LABEL': 'i-address'}","{'TEXT': 'Gargot', 'LABEL': 'i-address'}","{'TEXT': '17440', 'LABEL': 'i-address'}","{'TEXT': 'Ayÿtré', 'LABEL': 'i-address'}","{'TEXT': '5.90€', 'LABEL': 'b-total'}","{'TEXT': '11/12/2016', 'LABEL': 'b-date'}",{'id': '237'},,,,,,,,,
"{'TEXT': 'CARREFOUR', 'LABEL': 'b-company'}","{'TEXT': 'CITY', 'LABEL': 'i-company'}","{'TEXT': 'ORLEANS', 'LABEL': 'i-company'}","{'TEXT': '1,', 'LABEL': 'b-address'}","{'TEXT': 'RUE', 'LABEL': 'i-address'}","{'TEXT': 'DU', 'LABEL': 'i-address'}","{'TEXT': 'GRENTER', 'LABEL': 'i-address'}","{'TEXT': 'A', 'LABEL': 'i-address'}","{'TEXT': 'SEL', 'LABEL': 'i-address'}","{'TEXT': '45000', 'LABEL': 'i-address'}","{'TEXT': 'ORLEANS', 'LABEL': 'i-address'}","{'TEXT': '6.70€', 'LABEL': 'b-total'}","{'TEXT': '09/01/2017', 'LABEL': 'b-date'}",{'id': '545'},,,,,,,,,,,,,,,,,
"{'TEXT': 'VAUVERT', 'LABEL': 'b-company'}","{'TEXT': 'au', 'LABEL': 'i-address'}","{'TEXT': 'Samedi', 'LABEL': 'i-address'}","{'TEXT': 'de', 'LABEL': 'i-address'}","{'TEXT': 'BH30', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '19H30', 'LABEL': 'i-address'}","{'TEXT': 'D‘imanche', 'LABEL': 'i-address'}","{'TEXT': '9H00', 'LABEL': 'i-address'}","{'TEXT': 'à', 'LABEL': 'i-address'}","{'TEXT': '12H30', 'LABEL': 'i-address'}","{'TEXT': 'Bienvenue', 'LABEL': 'i-address'}","{'TEXT': 'chez', 'LABEL': 'i-address'}","{'TEXT': 'Carrefour', 'LABEL': 'i-address'}","{'TEXT': 'Market', 'LABEL': 'i-address'}","{'TEXT': '25.69€', 'LABEL': 'b-total'}","{'TEXT': '08/02/2017', 'LABEL': 'b-date'}",{'id': '579'},,,,,,,,,,,,,
